id,lon,lat,location,area,type,outcome
1490,-1.39987500,54.90468000,On or near Chester Street East,Sunderland 011C,Criminal damage and arson,Under investigation
1491,-1.39987500,54.90468000,On or near Chester Street East,Sunderland 011C,Criminal damage and arson,Under investigation
1492,-1.39987500,54.90468000,On or near Chester Street East,Sunderland 011C,Criminal damage and arson,Under investigation
1493,-1.39967500,54.90345700,On or near St Mark'S Road,Sunderland 011D,Criminal damage and arson,Offender given a caution
1494,-1.39748700,54.90271800,On or near Chester Road,Sunderland 011D,Criminal damage and arson,Investigation complete; no suspect identified
1495,-1.39532900,54.90310300,On or near The Royalty,Sunderland 011D,Criminal damage and arson,Under investigation
1496,-1.41942800,54.90713000,On or near Midmoor Road,Sunderland 012A,Criminal damage and arson,Investigation complete; no suspect identified
1497,-1.42406800,54.90548900,On or near Fordham Road,Sunderland 012B,Criminal damage and arson,Under investigation
1498,-1.42831800,54.90824100,On or near St Luke'S Road,Sunderland 012B,Criminal damage and arson,Investigation complete; no suspect identified
1499,-1.41962200,54.91313400,On or near Shopping Area,Sunderland 012B,Criminal damage and arson,Investigation complete; no suspect identified
1500,-1.42935700,54.90312400,On or near Priestman Court,Sunderland 012C,Criminal damage and arson,Under investigation
1501,-1.43421800,54.90564500,On or near Polton Square,Sunderland 012F,Criminal damage and arson,Investigation complete; no suspect identified
1502,-1.39256100,54.90985600,On or near Farringdon Row,Sunderland 013A,Criminal damage and arson,Investigation complete; no suspect identified
1503,-1.38245100,54.90697400,On or near Station Street,Sunderland 013B,Criminal damage and arson,Investigation complete; no suspect identified
1504,-1.37808000,54.90520900,On or near Foyle Street,Sunderland 013B,Criminal damage and arson,Under investigation
1505,-1.37790600,54.90838000,On or near East Cross Street,Sunderland 013B,Criminal damage and arson,Under investigation
1506,-1.37491700,54.90602800,On or near Parking Area,Sunderland 013B,Criminal damage and arson,Investigation complete; no suspect identified
1507,-1.37175500,54.90874400,On or near Pedestrian Subway,Sunderland 013B,Criminal damage and arson,Under investigation
1508,-1.38275100,54.90771300,On or near Back Bridge Street,Sunderland 013B,Criminal damage and arson,Investigation complete; no suspect identified
1509,-1.38468400,54.90578200,On or near Parking Area,Sunderland 013B,Criminal damage and arson,Under investigation
1510,-1.38086100,54.90488100,On or near Further/Higher Educational Building,Sunderland 013B,Criminal damage and arson,Investigation complete; no suspect identified
1511,-1.38245100,54.90697400,On or near Station Street,Sunderland 013B,Criminal damage and arson,Under investigation
1512,-1.39618700,54.90411400,On or near Chester Terrace,Sunderland 013C,Criminal damage and arson,Investigation complete; no suspect identified
1513,-1.39777000,54.90777900,On or near Millburn Street,Sunderland 013C,Criminal damage and arson,Awaiting court outcome
1514,-1.39777000,54.90777900,On or near Millburn Street,Sunderland 013C,Criminal damage and arson,Awaiting court outcome
1515,-1.39624400,54.90654900,On or near Queensberry Street,Sunderland 013C,Criminal damage and arson,Investigation complete; no suspect identified
1516,-1.38133800,54.90222400,On or near Burdon Road,Sunderland 013D,Criminal damage and arson,Under investigation
1517,-1.39345000,54.90153000,On or near Albert Court,Sunderland 013D,Criminal damage and arson,Under investigation
1518,-1.39177200,54.90320200,On or near Further/Higher Educational Building,Sunderland 013D,Criminal damage and arson,Under investigation
1519,-1.38621700,54.90036100,On or near Argyle Square,Sunderland 013D,Criminal damage and arson,Under investigation
1520,-1.38858200,54.90378800,On or near Further/Higher Educational Building,Sunderland 013D,Criminal damage and arson,Under investigation
1521,-1.37696200,54.90085400,On or near Peel Street,Sunderland 013E,Criminal damage and arson,Under investigation
1522,-1.37696200,54.90085400,On or near Peel Street,Sunderland 013E,Criminal damage and arson,Investigation complete; no suspect identified
1523,-1.43979600,54.89707100,On or near Supermarket,Sunderland 014A,Criminal damage and arson,Under investigation
1524,-1.43315500,54.90138000,On or near Halvergate Close,Sunderland 014A,Criminal damage and arson,Under investigation
1525,-1.43533200,54.90183100,On or near Hylton Road,Sunderland 014A,Criminal damage and arson,Investigation complete; no suspect identified
1526,-1.43879200,54.89975300,On or near Palmstead Road,Sunderland 014A,Criminal damage and arson,Under investigation
1527,-1.45080100,54.90532500,On or near High Street,Sunderland 014D,Criminal damage and arson,Under investigation
1528,-1.44822700,54.90538600,On or near Ford Crescent,Sunderland 014D,Criminal damage and arson,Under investigation
1529,-1.45253900,54.90595300,On or near Sunniside,Sunderland 014D,Criminal damage and arson,Under investigation
1530,-1.44854000,54.90414700,On or near Parking Area,Sunderland 014D,Criminal damage and arson,Under investigation
1531,-1.45553200,54.90377400,On or near Offerton Close,Sunderland 014D,Criminal damage and arson,Investigation complete; no suspect identified
1532,-1.45044000,54.90666300,On or near John Street,Sunderland 014D,Criminal damage and arson,Investigation complete; no suspect identified
1533,-1.41465800,54.90694500,On or near Garfield Street,Sunderland 015A,Criminal damage and arson,Under investigation
1534,-1.41465800,54.90694500,On or near Garfield Street,Sunderland 015A,Criminal damage and arson,Under investigation
1535,-1.41465800,54.90694500,On or near Garfield Street,Sunderland 015A,Criminal damage and arson,Investigation complete; no suspect identified
1536,-1.41491500,54.90643400,On or near Mafeking Street,Sunderland 015A,Criminal damage and arson,Under investigation
1537,-1.41467800,54.90558800,On or near Hazledene Terrace,Sunderland 015A,Criminal damage and arson,Investigation complete; no suspect identified
1538,-1.41467800,54.90558800,On or near Hazledene Terrace,Sunderland 015A,Criminal damage and arson,Investigation complete; no suspect identified
1539,-1.42405200,54.89458000,On or near Corry Court,Sunderland 015B,Criminal damage and arson,Under investigation
1540,-1.37443700,54.90779600,On or near Cork Street,Sunderland 016A,Criminal damage and arson,Under investigation
1541,-1.37091000,54.90794900,On or near Arras Lane,Sunderland 016A,Criminal damage and arson,Investigation complete; no suspect identified
1542,-1.37188600,54.89931800,On or near Suffolk Street,Sunderland 016B,Criminal damage and arson,Investigation complete; no suspect identified
1543,-1.37871100,54.89764500,On or near Mowbray Close,Sunderland 016B,Criminal damage and arson,Investigation complete; no suspect identified
1544,-1.36823600,54.89843600,On or near Tower Street,Sunderland 016C,Criminal damage and arson,Under investigation
1545,-1.36716900,54.90182700,On or near Addison Street,Sunderland 016C,Criminal damage and arson,Under investigation
1546,-1.36845800,54.89915600,On or near Noble Terrace,Sunderland 016C,Criminal damage and arson,Investigation complete; no suspect identified
1547,-1.37233500,54.90056900,On or near Clementina Close,Sunderland 016C,Criminal damage and arson,Investigation complete; no suspect identified
1548,-1.37138900,54.89718500,On or near Bambro' Street,Sunderland 016C,Criminal damage and arson,Investigation complete; no suspect identified
1549,-1.37351100,54.89512000,On or near Ernest Street,Sunderland 016D,Criminal damage and arson,Investigation complete; no suspect identified
1550,-1.37444900,54.89598800,On or near Villette Brook Street,Sunderland 016D,Criminal damage and arson,Investigation complete; no suspect identified
1551,-1.37293000,54.89538700,On or near Marion Street,Sunderland 016D,Criminal damage and arson,Investigation complete; no suspect identified
1552,-1.36942600,54.89214300,On or near Cairo Street,Sunderland 016E,Criminal damage and arson,Under investigation
1553,-1.36922100,54.89526900,On or near Preston Road,Sunderland 016E,Criminal damage and arson,Investigation complete; no suspect identified
1554,-1.37112300,54.90326800,On or near Raine Grove,Sunderland 016F,Criminal damage and arson,Investigation complete; no suspect identified
1555,-1.37755100,54.90310300,On or near Laura Street,Sunderland 016F,Criminal damage and arson,Under investigation
1556,-1.50352100,54.90105000,On or near Waskerley Road,Sunderland 017C,Criminal damage and arson,Investigation complete; no suspect identified
1557,-1.50352100,54.90105000,On or near Waskerley Road,Sunderland 017C,Criminal damage and arson,Under investigation
1558,-1.51004600,54.89528900,On or near Tweed Street,Sunderland 017E,Criminal damage and arson,Under investigation
1559,-1.51199000,54.89315800,On or near Raeburn Avenue,Sunderland 017E,Criminal damage and arson,Under investigation
1560,-1.41097400,54.89542500,On or near Barnes View,Sunderland 018A,Criminal damage and arson,Investigation complete; no suspect identified
1561,-1.41143200,54.89609200,On or near Mount Road,Sunderland 018A,Criminal damage and arson,Under investigation
1562,-1.39964500,54.90232500,On or near Chester Road,Sunderland 018B,Criminal damage and arson,Under investigation
1563,-1.39964500,54.90232500,On or near Chester Road,Sunderland 018B,Criminal damage and arson,Under investigation
1564,-1.39729500,54.90202500,On or near Western Hill,Sunderland 018B,Criminal damage and arson,Under investigation
1565,-1.39890800,54.89945400,On or near Eden House Road,Sunderland 018B,Criminal damage and arson,Under investigation
1566,-1.39816200,54.89825500,On or near Durham Road,Sunderland 018B,Criminal damage and arson,Investigation complete; no suspect identified
1567,-1.39709200,54.89887000,On or near Evelyn Street,Sunderland 018B,Criminal damage and arson,Under investigation
1568,-1.39709200,54.89887000,On or near Evelyn Street,Sunderland 018B,Criminal damage and arson,Investigation complete; no suspect identified
1569,-1.40169400,54.89768000,On or near Nesburn Road,Sunderland 018D,Criminal damage and arson,Under investigation
1570,-1.51864100,54.89373300,On or near The Poplars,Sunderland 019A,Criminal damage and arson,Investigation complete; no suspect identified
1571,-1.51859900,54.90371700,On or near Parking Area,Sunderland 019B,Criminal damage and arson,Under investigation
1572,-1.52752100,54.90230500,On or near Byland Court,Sunderland 019B,Criminal damage and arson,Under investigation
1573,-1.53272400,54.90009600,On or near Shopping Area,Sunderland 019C,Criminal damage and arson,Investigation complete; no suspect identified
1574,-1.53272400,54.90009600,On or near Shopping Area,Sunderland 019C,Criminal damage and arson,Under investigation
1575,-1.53272400,54.90009600,On or near Shopping Area,Sunderland 019C,Criminal damage and arson,Under investigation
1576,-1.52647900,54.89803200,On or near Roche Court,Sunderland 019D,Criminal damage and arson,Investigation complete; no suspect identified
1577,-1.51862800,54.89482000,On or near Fountains Close,Sunderland 019E,Criminal damage and arson,Investigation complete; no suspect identified
1578,-1.54149000,54.89984200,On or near Alnwick Court,Sunderland 020A,Criminal damage and arson,Investigation complete; no suspect identified
1579,-1.53910200,54.90144200,On or near Sunderland Highway,Sunderland 020A,Criminal damage and arson,Under investigation
1580,-1.53916500,54.89995900,On or near Hylton Court,Sunderland 020A,Criminal damage and arson,Investigation complete; no suspect identified
1581,-1.53804300,54.89587500,On or near Langley Close,Sunderland 020A,Criminal damage and arson,Under investigation
1582,-1.53489400,54.89175600,On or near Campsie Close,Sunderland 020A,Criminal damage and arson,Investigation complete; no suspect identified
1583,-1.53910200,54.90144200,On or near Sunderland Highway,Sunderland 020A,Criminal damage and arson,Under investigation
1584,-1.54281700,54.89699800,On or near Brancepeth Road,Sunderland 020C,Criminal damage and arson,Under investigation
1585,-1.53929100,54.89167400,On or near Caradoc Close,Sunderland 020E,Criminal damage and arson,Under investigation
1586,-1.53929100,54.89167400,On or near Caradoc Close,Sunderland 020E,Criminal damage and arson,Awaiting court outcome
1587,-1.53929100,54.89167400,On or near Caradoc Close,Sunderland 020E,Criminal damage and arson,Investigation complete; no suspect identified
